"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Value of Sales","2015","Sligo","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","17.3"
"Value of Sales","2015","Sligo","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","5.3"
"Value of Sales","2015","Cavan","New","Filings","Household Buyer - All","All Sale Types","Euro Million","11.7"
"Value of Sales","2015","Cavan","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.6"
"Value of Sales","2015","Cavan","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","3.9"
"Value of Sales","2015","Cavan","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.2"
"Value of Sales","2015","Cavan","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","2.7"
"Value of Sales","2015","Cavan","New","Executions","Household Buyer - All","All Sale Types","Euro Million","10.3"
"Value of Sales","2015","Cavan","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.2"
"Value of Sales","2015","Cavan","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","3.5"
"Value of Sales","2015","Cavan","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2.6"
"Value of Sales","2015","Cavan","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","2.3"
"Value of Sales","2015","Cavan","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","55.3"
"Value of Sales","2015","Cavan","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","14.2"
"Value of Sales","2015","Cavan","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","29.6"
"Value of Sales","2015","Cavan","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","11.5"
"Value of Sales","2015","Cavan","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","9.8"
"Value of Sales","2015","Cavan","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","54.5"
"Value of Sales","2015","Cavan","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","13.5"
"Value of Sales","2015","Cavan","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","29.9"
"Value of Sales","2015","Cavan","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","11.1"
"Value of Sales","2015","Cavan","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","7.3"
"Value of Sales","2015","Donegal","New","Filings","Household Buyer - All","All Sale Types","Euro Million","16.1"
"Value of Sales","2015","Donegal","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.5"
"Value of Sales","2015","Donegal","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","7.4"
"Value of Sales","2015","Donegal","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","4.2"
"Value of Sales","2015","Donegal","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","2.6"
"Value of Sales","2015","Donegal","New","Executions","Household Buyer - All","All Sale Types","Euro Million","14.4"
"Value of Sales","2015","Donegal","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.1"
"Value of Sales","2015","Donegal","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","6.8"
"Value of Sales","2015","Donegal","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.5"
"Value of Sales","2015","Donegal","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","1.8"
"Value of Sales","2015","Donegal","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","125.2"
"Value of Sales","2015","Donegal","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","15.1"
"Value of Sales","2015","Donegal","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","73.3"
"Value of Sales","2015","Donegal","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.7"
"Value of Sales","2015","Donegal","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","12.3"
"Value of Sales","2015","Donegal","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","126.3"
"Value of Sales","2015","Donegal","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","15"
"Value of Sales","2015","Donegal","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","74.5"
"Value of Sales","2015","Donegal","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.8"
"Value of Sales","2015","Donegal","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","9.6"
"Value of Sales","2015","Monaghan","New","Filings","Household Buyer - All","All Sale Types","Euro Million","6.3"
"Value of Sales","2015","Monaghan","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","2.4"
"Value of Sales","2015","Monaghan","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","1.7"
"Value of Sales","2015","Monaghan","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2.1"
"Value of Sales","2015","Monaghan","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","1.5"
"Value of Sales","2015","Monaghan","New","Executions","Household Buyer - All","All Sale Types","Euro Million","5.1"
"Value of Sales","2015","Monaghan","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","2.2"
"Value of Sales","2015","Monaghan","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","1.4"
"Value of Sales","2015","Monaghan","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.5"
"Value of Sales","2015","Monaghan","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","1.5"
"Value of Sales","2015","Monaghan","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","31.1"
"Value of Sales","2015","Monaghan","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","6.9"
"Value of Sales","2015","Monaghan","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","17.3"
"Value of Sales","2015","Monaghan","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","6.9"
"Value of Sales","2015","Monaghan","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","2.2"
"Value of Sales","2015","Monaghan","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","30.3"
"Value of Sales","2015","Monaghan","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","6.9"
"Value of Sales","2015","Monaghan","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","16.7"
"Value of Sales","2015","Monaghan","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","6.7"
"Value of Sales","2015","Monaghan","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","2.2"
"Value of Sales","2016","Carlow","New","Filings","Household Buyer - All","All Sale Types","Euro Million","7.4"
"Value of Sales","2016","Carlow","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","2.3"
"Value of Sales","2016","Carlow","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","3.9"
"Value of Sales","2016","Carlow","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.2"
"Value of Sales","2016","Carlow","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","2.5"
"Value of Sales","2016","Carlow","New","Executions","Household Buyer - All","All Sale Types","Euro Million","6.8"
"Value of Sales","2016","Carlow","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","2.1"
"Value of Sales","2016","Carlow","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","3.5"
"Value of Sales","2016","Carlow","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.2"
"Value of Sales","2016","Carlow","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","1.7"
"Value of Sales","2016","Carlow","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","56.3"
"Value of Sales","2016","Carlow","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","12.1"
"Value of Sales","2016","Carlow","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","35"
"Value of Sales","2016","Carlow","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","9.1"
"Value of Sales","2016","Carlow","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","5"
"Value of Sales","2016","Carlow","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","56.4"
"Value of Sales","2016","Carlow","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","12"
"Value of Sales","2016","Carlow","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","35.4"
"Value of Sales","2016","Carlow","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","9"
"Value of Sales","2016","Carlow","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","4.7"
"Value of Sales","2016","Dublin","New","Filings","Household Buyer - All","All Sale Types","Euro Million","939.9"
"Value of Sales","2016","Dublin","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","289.4"
"Value of Sales","2016","Dublin","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","559.3"
"Value of Sales","2016","Dublin","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","91.2"
"Value of Sales","2016","Dublin","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","106.2"
"Value of Sales","2016","Dublin","New","Executions","Household Buyer - All","All Sale Types","Euro Million","962.7"
"Value of Sales","2016","Dublin","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","297.3"
"Value of Sales","2016","Dublin","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","575.6"
"Value of Sales","2016","Dublin","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","89.9"
"Value of Sales","2016","Dublin","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","257.3"
"Value of Sales","2016","Dublin","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","4387.9"
"Value of Sales","2016","Dublin","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1011.4"
"Value of Sales","2016","Dublin","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","2708"
"Value of Sales","2016","Dublin","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","668.6"
"Value of Sales","2016","Dublin","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","682.2"
"Value of Sales","2016","Dublin","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","4395.8"
"Value of Sales","2016","Dublin","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1023.5"
"Value of Sales","2016","Dublin","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","2693.9"
"Value of Sales","2016","Dublin","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","678.5"
"Value of Sales","2016","Dublin","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","727.3"
"Value of Sales","2016","Kildare","New","Filings","Household Buyer - All","All Sale Types","Euro Million","161.8"
"Value of Sales","2016","Kildare","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","57.9"
"Value of Sales","2016","Kildare","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","92.6"
"Value of Sales","2016","Kildare","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","11.4"
"Value of Sales","2016","Kildare","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","7.2"
"Value of Sales","2016","Kildare","New","Executions","Household Buyer - All","All Sale Types","Euro Million","162.4"
"Value of Sales","2016","Kildare","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","57.6"
"Value of Sales","2016","Kildare","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","93.6"
"Value of Sales","2016","Kildare","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","11.2"
"Value of Sales","2016","Kildare","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","8.8"
"Value of Sales","2016","Kildare","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","362.3"
"Value of Sales","2016","Kildare","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","85.1"
"Value of Sales","2016","Kildare","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","240.6"
"Value of Sales","2016","Kildare","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.7"
"Value of Sales","2016","Kildare","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","68.5"
"Value of Sales","2016","Kildare","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","363.4"
"Value of Sales","2016","Kildare","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","86.6"
"Value of Sales","2016","Kildare","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","240.4"
"Value of Sales","2016","Kildare","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.4"
"Value of Sales","2016","Kildare","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","66.5"
"Value of Sales","2016","Kilkenny","New","Filings","Household Buyer - All","All Sale Types","Euro Million","9.7"
"Value of Sales","2016","Kilkenny","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.9"
"Value of Sales","2016","Kilkenny","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","5"
"Value of Sales","2016","Kilkenny","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2.8"
"Value of Sales","2016","Kilkenny","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","0.8"
"Value of Sales","2016","Kilkenny","New","Executions","Household Buyer - All","All Sale Types","Euro Million","9.2"
"Value of Sales","2016","Kilkenny","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.7"
"Value of Sales","2016","Kilkenny","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","5.8"
"Value of Sales","2016","Kilkenny","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.7"
"Value of Sales","2016","Kilkenny","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","0.8"
"Value of Sales","2016","Kilkenny","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","100.9"
"Value of Sales","2016","Kilkenny","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","18.5"
"Value of Sales","2016","Kilkenny","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","62.7"
"Value of Sales","2016","Kilkenny","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","19.7"
"Value of Sales","2016","Kilkenny","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","14"
"Value of Sales","2016","Kilkenny","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","98.6"
"Value of Sales","2016","Kilkenny","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","19.1"
"Value of Sales","2016","Kilkenny","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","61.5"
"Value of Sales","2016","Kilkenny","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","18.1"
"Value of Sales","2016","Kilkenny","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","14.4"
"Value of Sales","2016","Laois","New","Filings","Household Buyer - All","All Sale Types","Euro Million","9.9"
"Value of Sales","2016","Laois","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.4"
"Value of Sales","2016","Laois","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","4.8"
"Value of Sales","2016","Laois","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.7"
"Value of Sales","2016","Laois","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","6.4"
"Value of Sales","2016","Laois","New","Executions","Household Buyer - All","All Sale Types","Euro Million","10.3"
"Value of Sales","2016","Laois","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","4.6"
"Value of Sales","2016","Laois","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","5"
"Value of Sales","2016","Laois","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.8"
"Value of Sales","2016","Laois","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","11"
"Value of Sales","2016","Laois","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","73"
"Value of Sales","2016","Laois","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","20"
"Value of Sales","2016","Laois","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","42.5"
"Value of Sales","2016","Laois","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","10.4"
"Value of Sales","2016","Laois","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","9"
"Value of Sales","2016","Laois","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","73.3"
"Value of Sales","2016","Laois","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","21.2"
"Value of Sales","2016","Laois","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","41.5"
"Value of Sales","2016","Laois","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","10.6"
"Value of Sales","2016","Laois","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","8.7"
"Value of Sales","2016","Longford","New","Filings","Household Buyer - All","All Sale Types","Euro Million","5.8"
"Value of Sales","2016","Longford","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.3"
"Value of Sales","2016","Longford","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","3"
"Value of Sales","2016","Longford","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.5"
"Value of Sales","2016","Longford","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","0"
"Value of Sales","2016","Longford","New","Executions","Household Buyer - All","All Sale Types","Euro Million","5.5"
"Value of Sales","2016","Longford","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.5"
"Value of Sales","2016","Longford","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","2.5"
"Value of Sales","2016","Longford","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","1.5"
"Value of Sales","2016","Longford","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","0"
"Value of Sales","2016","Longford","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","30"
"Value of Sales","2016","Longford","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","8"
"Value of Sales","2016","Longford","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","14.4"
"Value of Sales","2016","Longford","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","7.5"
"Value of Sales","2016","Longford","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","2.3"
"Value of Sales","2016","Longford","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","29.5"
"Value of Sales","2016","Longford","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","8"
"Value of Sales","2016","Longford","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","13.7"
"Value of Sales","2016","Longford","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","7.8"
"Value of Sales","2016","Longford","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","2.7"
"Value of Sales","2016","Louth","New","Filings","Household Buyer - All","All Sale Types","Euro Million","29.8"
"Value of Sales","2016","Louth","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","13.8"
"Value of Sales","2016","Louth","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","12.7"
"Value of Sales","2016","Louth","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.2"
"Value of Sales","2016","Louth","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","1.9"
"Value of Sales","2016","Louth","New","Executions","Household Buyer - All","All Sale Types","Euro Million","28.1"
"Value of Sales","2016","Louth","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","12.8"
"Value of Sales","2016","Louth","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","12.4"
"Value of Sales","2016","Louth","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2.8"
"Value of Sales","2016","Louth","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","1.9"
"Value of Sales","2016","Louth","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","159.5"
"Value of Sales","2016","Louth","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","37.3"
"Value of Sales","2016","Louth","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","90.5"
"Value of Sales","2016","Louth","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","31.8"
"Value of Sales","2016","Louth","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","17.7"
"Value of Sales","2016","Louth","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","157.7"
"Value of Sales","2016","Louth","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","37.9"
"Value of Sales","2016","Louth","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","89.3"
"Value of Sales","2016","Louth","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","30.5"
"Value of Sales","2016","Louth","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","17"
"Value of Sales","2016","Meath","New","Filings","Household Buyer - All","All Sale Types","Euro Million","88.7"
"Value of Sales","2016","Meath","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","35.4"
"Value of Sales","2016","Meath","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","49.8"
"Value of Sales","2016","Meath","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.6"
"Value of Sales","2016","Meath","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","15.3"
"Value of Sales","2016","Meath","New","Executions","Household Buyer - All","All Sale Types","Euro Million","89.4"
"Value of Sales","2016","Meath","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","35.6"
"Value of Sales","2016","Meath","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","50.4"
"Value of Sales","2016","Meath","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.4"
"Value of Sales","2016","Meath","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","17.4"
"Value of Sales","2016","Meath","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","259.7"
"Value of Sales","2016","Meath","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","66.5"
"Value of Sales","2016","Meath","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","166.7"
"Value of Sales","2016","Meath","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","26.5"
"Value of Sales","2016","Meath","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","20"
"Value of Sales","2016","Meath","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","259.5"
"Value of Sales","2016","Meath","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","65.9"
"Value of Sales","2016","Meath","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","166.6"
"Value of Sales","2016","Meath","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","26.9"
"Value of Sales","2016","Meath","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","20.5"
"Value of Sales","2016","Offaly","New","Filings","Household Buyer - All","All Sale Types","Euro Million","2.5"
"Value of Sales","2016","Offaly","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.3"
"Value of Sales","2016","Offaly","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","0.5"
"Value of Sales","2016","Offaly","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.7"
"Value of Sales","2016","Offaly","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","0"
"Value of Sales","2016","Offaly","New","Executions","Household Buyer - All","All Sale Types","Euro Million","2.6"
"Value of Sales","2016","Offaly","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1.3"
"Value of Sales","2016","Offaly","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","0.6"
"Value of Sales","2016","Offaly","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.7"
"Value of Sales","2016","Offaly","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","0"
"Value of Sales","2016","Offaly","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","59.6"
"Value of Sales","2016","Offaly","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","15.8"
"Value of Sales","2016","Offaly","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","32.7"
"Value of Sales","2016","Offaly","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","11.2"
"Value of Sales","2016","Offaly","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","5.4"
"Value of Sales","2016","Offaly","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","59"
"Value of Sales","2016","Offaly","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","15.5"
"Value of Sales","2016","Offaly","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","32.8"
"Value of Sales","2016","Offaly","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","10.7"
"Value of Sales","2016","Offaly","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","7"
"Value of Sales","2016","Westmeath","New","Filings","Household Buyer - All","All Sale Types","Euro Million","8.8"
"Value of Sales","2016","Westmeath","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","1"
"Value of Sales","2016","Westmeath","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","7.1"
"Value of Sales","2016","Westmeath","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.8"
"Value of Sales","2016","Westmeath","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","0.3"
"Value of Sales","2016","Westmeath","New","Executions","Household Buyer - All","All Sale Types","Euro Million","7.3"
"Value of Sales","2016","Westmeath","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","0.4"
